1431284793661
3.97
1431284792927, 119520595117, [0.13688171, 0.4937045, 0.85878944, 0.059617862, -0.86948407, 0.4903502, 0.9887918, -0.015920803, -0.14845014]
1431284792931, 119525111718, [0.13702357, 0.49332893, 0.8589826, 0.05994022, -0.8697022, 0.48992378, 0.98875266, -0.015643522, -0.14874002]
1431284792936, 119530055566, [0.13713795, 0.49295092, 0.85918134, 0.060125843, -0.86991954, 0.48951495, 0.9887255, -0.015472069, -0.14893809]
1431284792941, 119534968896, [0.13709301, 0.49281877, 0.8592643, 0.06023252, -0.86999696, 0.48936436, 0.98872524, -0.015332788, -0.14895427]
1431284792946, 119539882226, [0.13708907, 0.49247566, 0.85946155, 0.060291976, -0.87019295, 0.48900795, 0.9887221, -0.015218973, -0.1489861]
1431284792951, 119544826074, [0.13696176, 0.4924694, 0.8594856, 0.060438126, -0.87020016, 0.4889776, 0.9887309, -0.015025556, -0.14894813]
1431284792956, 119550105615, [0.136765, 0.49258688, 0.8594495, 0.060514897, -0.870136, 0.48908198, 0.98875344, -0.014879808, -0.148813]
1431284792960, 119554652734, [0.13655728, 0.4927897, 0.8593663, 0.060556665, -0.8700231, 0.48927784, 0.98877954, -0.014774069, -0.1486497]
1431284792966, 119559596582, [0.13631338, 0.49287307, 0.8593572, 0.060512006, -0.86997694, 0.4893653, 0.98881596, -0.014705628, -0.14841424]
1431284792970, 119564509912, [0.13606143, 0.4932174, 0.8591996, 0.06052862, -0.8697832, 0.48970765, 0.9888497, -0.014624178, -0.1481978]
1431284792975, 119569423242, [0.13576078, 0.493699, 0.8589705, 0.060597464, -0.8695121, 0.49018037, 0.9888867, -0.01449585, -0.14796259]
1431284792980, 119574336572, [0.13553184, 0.49411348, 0.85876834, 0.060678393, -0.86927855, 0.49058443, 0.9889132, -0.014381155, -0.14779702]
1431284792986, 119579646631, [0.13543147, 0.4941202, 0.8587803, 0.060694605, -0.8692758, 0.49058732, 0.988926, -0.0143176615, -0.14771779]
1431284792990, 119584163232, [0.13541293, 0.4942279, 0.8587212, 0.0607, -0.8692144, 0.49069527, 0.98892814, -0.014322132, -0.14770254]
1431284792996, 119589107080, [0.13546711, 0.49421278, 0.8587213, 0.060851067, -0.8692246, 0.49065816, 0.98891133, -0.01421392, -0.14782462]
1431284793000, 119594020410, [0.13546568, 0.49427915, 0.85868347, 0.06094809, -0.86918825, 0.49071085, 0.98890567, -0.014139354, -0.14787054]
1431284793006, 119598933740, [0.13547736, 0.49406558, 0.8588044, 0.06099026, -0.8693107, 0.49048853, 0.98890144, -0.014071345, -0.14790502]
1431284793009, 119603847070, [0.13550389, 0.49400678, 0.858834, 0.06099245, -0.8693441, 0.49042907, 0.9888977, -0.014072627, -0.14793016]
1431284793015, 119609157129, [0.13542378, 0.49407172, 0.85880935, 0.061030075, -0.86930823, 0.49048802, 0.98890626, -0.014010578, -0.14787826]
1431284793019, 119613704248, [0.13547635, 0.4938724, 0.8589157, 0.061067626, -0.86942214, 0.4902814, 0.98889685, -0.013969585, -0.14794573]
1431284793024, 119618648095, [0.13549554, 0.4934169, 0.85917443, 0.061127916, -0.8696827, 0.48981154, 0.98889047, -0.013847753, -0.1479997]
1431284793029, 119623561425, [0.13551837, 0.49323726, 0.85927397, 0.061167106, -0.8697854, 0.4896242, 0.98888487, -0.0137937665, -0.14804178]
1431284793034, 119628474756, [0.1355381, 0.4930753, 0.8593638, 0.061246634, -0.8698787, 0.4894486, 0.9888773, -0.013705775, -0.14810094]
1431284793041, 119633388086, [0.13547015, 0.49307862, 0.8593727, 0.061236292, -0.86987716, 0.4894526, 0.98888725, -0.013681427, -0.14803667]
1431284793045, 119638698144, [0.13548672, 0.4924305, 0.8597416, 0.061219037, -0.87024564, 0.48879933, 0.98888606, -0.013593301, -0.14805287]
1431284793049, 119643245263, [0.1354605, 0.49242893, 0.8597465, 0.06127003, -0.87024736, 0.48878974, 0.9888864, -0.013534963, -0.14805523]
1431284793054, 119648158593, [0.13550222, 0.49234337, 0.85978895, 0.061301053, -0.870296, 0.48869908, 0.9888788, -0.013513818, -0.1481081]
1431284793059, 119653071923, [0.1355322, 0.4922983, 0.8598101, 0.06138642, -0.87032264, 0.48864108, 0.9888694, -0.013445929, -0.14817713]
1431284793064, 119657985254, [0.1354689, 0.49225563, 0.8598445, 0.061432242, -0.87034804, 0.48859018, 0.9888752, -0.013366595, -0.14814544]
1431284793068, 119662929101, [0.13549805, 0.4922486, 0.8598439, 0.06150095, -0.8703526, 0.48857316, 0.988867, -0.013319463, -0.14820471]
1431284793074, 119668208642, [0.13559854, 0.49212986, 0.85989606, 0.061629936, -0.8704212, 0.48843497, 0.9888452, -0.013235733, -0.14835775]
1431284793079, 119672755761, [0.13565522, 0.49206954, 0.85992163, 0.061700925, -0.8704559, 0.48836407, 0.988833, -0.013191134, -0.14844301]
1431284793084, 119677669091, [0.13569206, 0.4920655, 0.8599182, 0.0617802, -0.8704591, 0.48834854, 0.988823, -0.013139114, -0.14851433]
1431284793088, 119682582422, [0.13568324, 0.49207506, 0.859914, 0.061861128, -0.87045467, 0.48834592, 0.98881906, -0.013065085, -0.1485464]
1431284793093, 119687495752, [0.13566124, 0.4920826, 0.8599132, 0.0619054, -0.87045103, 0.48834664, 0.9888193, -0.013016418, -0.1485489]
1431284793098, 119692409082, [0.1356448, 0.4920619, 0.8599277, 0.061937034, -0.8704635, 0.4883207, 0.98881966, -0.012976825, -0.14855072]
1431284793104, 119697719140, [0.13555092, 0.4921219, 0.85990816, 0.06197682, -0.8704307, 0.48837423, 0.98883003, -0.012905195, -0.14848788]
1431284793108, 119702266259, [0.13542014, 0.49229687, 0.8598286, 0.06201233, -0.8703327, 0.4885443, 0.9888457, -0.012838781, -0.14838907]
1431284793113, 119707210107, [0.13535404, 0.49236488, 0.8598001, 0.06206031, -0.8702952, 0.48860502, 0.9888518, -0.012775227, -0.14835435]
1431284793118, 119712123437, [0.13522238, 0.49254864, 0.85971546, 0.062112615, -0.8701922, 0.4887815, 0.98886645, -0.012695, -0.14826287]
1431284793124, 119717036767, [0.13507313, 0.49259818, 0.8597105, 0.06211394, -0.87016517, 0.4888295, 0.9888868, -0.012627721, -0.14813304]
1431284793128, 119721980615, [0.13496667, 0.49278486, 0.85962033, 0.062176824, -0.87006074, 0.48900768, 0.98889744, -0.012551278, -0.14806905]
1431284793133, 119727260156, [0.13493407, 0.49287862, 0.8595717, 0.062213406, -0.8700081, 0.4890967, 0.9888996, -0.012518942, -0.14805746]
1431284793137, 119731807275, [0.1348145, 0.4931392, 0.8594409, 0.06228143, -0.86986136, 0.4893487, 0.9889115, -0.012444094, -0.14798331]
1431284793143, 119736720605, [0.13470441, 0.49317527, 0.8594376, 0.062236205, -0.8698412, 0.48939055, 0.9889295, -0.0124349445, -0.1478649]
1431284793148, 119741633935, [0.13469827, 0.49318558, 0.85943264, 0.0622008, -0.869835, 0.4894062, 0.98893255, -0.012464792, -0.14784195]
1431284793152, 119746577783, [0.13478094, 0.49304557, 0.85949993, 0.062228262, -0.86991435, 0.48926148, 0.9889195, -0.012457937, -0.14792931]
1431284793157, 119751491113, [0.13482445, 0.4929719, 0.85953546, 0.062289596, -0.8699568, 0.48917827, 0.9889097, -0.012413114, -0.14799856]
1431284793163, 119756831689, [0.13490784, 0.49240077, 0.8598496, 0.062269628, -0.8702807, 0.48860428, 0.9888996, -0.012374014, -0.14806935]
1431284793167, 119761317773, [0.13500392, 0.49223796, 0.8599278, 0.062324494, -0.8703731, 0.48843247, 0.988883, -0.012345731, -0.14818221]
1431284793172, 119766261621, [0.13516891, 0.4919584, 0.8600618, 0.062419444, -0.8705319, 0.48813736, 0.98885447, -0.012296423, -0.14837669]
1431284793177, 119771174951, [0.13532507, 0.49169382, 0.8601885, 0.06250909, -0.870682, 0.48785806, 0.98882747, -0.012249827, -0.14856043]
1431284793182, 119776088281, [0.1355055, 0.49110973, 0.8604938, 0.062534645, -0.87101203, 0.48726523, 0.9888011, -0.012216434, -0.14873827]
1431284793187, 119781001611, [0.13567108, 0.49082875, 0.860628, 0.062646866, -0.87117136, 0.486966, 0.9887713, -0.012151569, -0.14894168]
1431284793192, 119786311670, [0.13590431, 0.4904328, 0.86081684, 0.06276631, -0.8713951, 0.4865501, 0.98873174, -0.012093946, -0.14920902]
1431284793196, 119790828271, [0.1360395, 0.49020317, 0.86092633, 0.06282422, -0.8715247, 0.48631054, 0.9887095, -0.012070432, -0.14935842]
1431284793202, 119795772119, [0.13617879, 0.48958105, 0.86125815, 0.06281209, -0.8718746, 0.48568434, 0.988691, -0.012042478, -0.1494824]
1431284793206, 119800685449, [0.13627535, 0.4894169, 0.86133623, 0.0628317, -0.8719667, 0.48551637, 0.98867655, -0.012044683, -0.14957842]
1431284793211, 119805598779, [0.13640386, 0.4891984, 0.86143994, 0.06285542, -0.8720892, 0.48529315, 0.98865724, -0.012049675, -0.14970505]
1431284793217, 119810542627, [0.13647383, 0.48907924, 0.8614966, 0.06280865, -0.87215555, 0.48518047, 0.9886506, -0.012105018, -0.14974494]
1431284793222, 119815822168, [0.13651133, 0.488554, 0.8617886, 0.06267761, -0.8724489, 0.4846691, 0.9886537, -0.012147933, -0.14972043]
1431284793227, 119820369287, [0.1365642, 0.4884639, 0.8618313, 0.06267181, -0.8724993, 0.48457938, 0.98864675, -0.012163654, -0.14976504]
1431284793231, 119825282617, [0.13663107, 0.48835018, 0.8618852, 0.06262848, -0.8725622, 0.48447165, 0.9886403, -0.012215346, -0.14980373]
1431284793236, 119830226464, [0.13666433, 0.48829353, 0.86191195, 0.062559426, -0.8725929, 0.4844252, 0.98864, -0.012282908, -0.14979964]
1431284793241, 119835137553, [0.1367296, 0.4877, 0.8622376, 0.062438294, -0.87292427, 0.48384348, 0.98863864, -0.012319058, -0.1498057]
1431284793246, 119840050883, [0.13680577, 0.4875703, 0.8622989, 0.062371314, -0.87299573, 0.48372328, 0.9886324, -0.012393415, -0.14984122]
1431284793251, 119845360941, [0.13679433, 0.48758966, 0.8622897, 0.062348917, -0.8729847, 0.4837461, 0.98863536, -0.012410864, -0.14982004]
1431284793255, 119849877543, [0.1368298, 0.48752928, 0.86231834, 0.062348485, -0.87301844, 0.4836855, 0.9886306, -0.012418345, -0.14985171]
1431284793261, 119854821390, [0.13683748, 0.48697937, 0.86262774, 0.06221515, -0.8733248, 0.4831491, 0.9886378, -0.012444392, -0.14980108]
1431284793265, 119859734721, [0.13683635, 0.48698133, 0.86262673, 0.062180087, -0.8733232, 0.48315638, 0.9886401, -0.012475133, -0.14978284]
1431284793270, 119864648051, [0.13687015, 0.48692375, 0.862654, 0.06216836, -0.87335515, 0.4831003, 0.98863626, -0.012492225, -0.14980748]
